X,Y,OBJECTID,GMID,Dataset,Facility_Name,Address,數據集,設施名稱,地址,District,地區,Library_Type,圖書館種類,Opening_Hours,開放時間,Telephone,聯絡電話,Fax_Number,傳真號碼,Email_Address,電郵地址,Website,網頁,Latitude,Longitude,Building_CSUID,Northing,Easting
114.23934,22.31724,42,elEn3oO6kC,Libraries,Po Tat Estate(Mobile Library 8),"Adjacent to Tat On House, Po Tat Estate, Sau Mau Ping, Kowloon",圖書館,寶達邨(流動圖書館八),九龍秀茂坪寶達邨達安樓側,KWUN TONG,觀塘,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/kwun-tong/mobile8/adjacent-to-tat-on-house-po.html,http://www.hkpl.gov.hk/tc/locations/kwun-tong/mobile8/adjacent-to-tat-on-house-po.html,22.31724,114.23934,,819806,842704
114.19217,22.30877,43,ikO5P6jtcJ,Libraries,Laguna Verde(Mobile Library 8),"Adjacent to the entrance of Tower 9, Laguna Verde, Hung Hom, Kowloon",圖書館,海逸豪園(流動圖書館八),九龍紅磡海逸豪園第九座入口側,KOWLOON CITY,九龍城,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/kowloon-city/mobile8/adjacent-to-the-entrance-of.html,http://www.hkpl.gov.hk/tc/locations/kowloon-city/mobile8/adjacent-to-the-entrance-of.html,22.30877,114.19217,,818867,837844
114.19001,22.30352,44,hD4FVU9k5b,Libraries,Whampoa Garden(Mobile Library 1),"G/F, Podium in Site 5, Whampoa Garden, Hung Hom, Kowloon",圖書館,黃埔花園(流動圖書館一),九龍紅磡黃埔花園第五期地下平台,KOWLOON CITY,九龍城,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/kowloon-city/mobile1/g-f-podium-in-site-5-whampoa.html,http://www.hkpl.gov.hk/tc/locations/kowloon-city/mobile1/g-f-podium-in-site-5-whampoa.html,22.30352,114.19001,,818286,837622
114.15741,22.24148,45,vIpLrAWjQG,Libraries,Lei Tung Estate(Mobile Library 6),"Adjacent to Tung Ping House, Lei Tung Estate, Ap Lei Chau, Hong Kong",圖書館,利東邨(流動圖書館六),香港鴨脷洲利東邨東平樓側,SOUTHERN,南區,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/southern/mobile6/adjacent-to-tung-ping-house.html,http://www.hkpl.gov.hk/tc/locations/southern/mobile6/adjacent-to-tung-ping-house.html,22.24148,114.15741,,811416,834261
114.173050000000103,22.36479,46,6A8bmwAOuj,Libraries,Hin Keng Estate(Mobile Library 5),"Adjacent to Hin Yeung House, Hin Keng Estate, Shatin, N.T.",圖書館,顯徑邨(流動圖書館五),新界沙田顯徑邨顯楊樓側,SHA TIN,沙田,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/sha-tin/mobile5/adjacent-to-hin-yeung-house.html,http://www.hkpl.gov.hk/tc/locations/sha-tin/mobile5/adjacent-to-hin-yeung-house.html,22.36479,114.17305,,825070,835874
113.93263,22.2275,47,Z8EuigLV2s,Libraries,Tong Fuk(Mobile Library 4),"Tong Fuk Public Car Park adjacent to the Tong Fuk Bus Terminal, South Lantau Road, Lantau Island, N.T.",圖書館,塘福(流動圖書館四),新界大嶼山嶼南道塘福巴士總站側塘福公共停車場,ISLANDS,離島,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/islands/mobile4/tong-fuk-public-car-park.html,http://www.hkpl.gov.hk/tc/locations/islands/mobile4/tong-fuk-public-car-park.html,22.2275,113.93263,,809888,811087
114.04609,22.4763,48,zwOQ4Gn0VM,Libraries,Fairview Park(Mobile Library 3),"Carpark adjacent to Commercial Complex, Fairview Park, Yuen Long, N.T.",圖書館,錦繡花園(流動圖書館三),新界元朗錦繡花園商場側停車場,YUEN LONG,元朗,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/yuen-long/mobile3/carpark-adjacent-to.html,http://www.hkpl.gov.hk/tc/locations/yuen-long/mobile3/carpark-adjacent-to.html,22.4763,114.04609,,837424,822808
114.07805,22.49896,49,ApxSRJNamr,Libraries,San Tin(Mobile Library 3),"Adjacent to San Tin Post Office Castle Peak Road, San Tin, Yuen Long, N.T.",圖書館,新田(流動圖書館三),新界元朗新田青山公路新田郵政局側,YUEN LONG,元朗,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/yuen-long/mobile3/adjacent-to-san-tin-post.html,http://www.hkpl.gov.hk/tc/locations/yuen-long/mobile3/adjacent-to-san-tin-post.html,22.49896,114.07805,,839931,826099
114.10296,22.43171,50,PfLX3cBrXI,Libraries,Sheung Tsuen Park(Mobile Library 3),"Sheung Tsuen Park, Pat Heung, Yuen Long, N.T.",圖書館,上村公園(流動圖書館三),新界元朗八鄉上村公園,YUEN LONG,元朗,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/yuen-long/mobile3/sheung-tsuen-park-pat-heung.html,http://www.hkpl.gov.hk/tc/locations/yuen-long/mobile3/sheung-tsuen-park-pat-heung.html,22.43171,114.10296,,832483,828659
113.98052,22.40386,51,9YGpeenZ2G,Libraries,Prime View Garden(Mobile Library 3),"Carpark adjacent to Commercial Complex, Prime View Garden, Tuen Mun, N.T.",圖書館,景峰花園(流動圖書館三),新界屯門景峰花園商埸側停車埸,TUEN MUN,屯門,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/tuen-mun/mobile3/adjacent-to-carpark.html,http://www.hkpl.gov.hk/tc/locations/tuen-mun/mobile3/adjacent-to-carpark.html,22.40386,113.98052,,829410,816050
113.97745,22.41319,52,TGEOzImnqz,Libraries,Siu Hong Court(Mobile Library 3),"Adjacent to Siu Fai House, Siu Hong Court, Tuen Mun, N.T.",圖書館,兆康苑(流動圖書館三),新界屯門兆康苑兆暉閣側,TUEN MUN,屯門,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/tuen-mun/mobile3/siu-fai-house-siu-hong-court.html,http://www.hkpl.gov.hk/tc/locations/tuen-mun/mobile3/siu-fai-house-siu-hong-court.html,22.41319,113.97745,,830443,815735
113.978660000000104,22.38074,53,Ra6hMhafGy,Libraries,Sam Shing Estate(Mobile Library 3),"Adjacent to Moon Yu House, Sam Shing Estate, Tuen Mun, N.T.",圖書館,三聖邨(流動圖書館三),新界屯門三聖邨滿漁樓側,TUEN MUN,屯門,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/tuen-mun/mobile3/moon-yu-house-sam-shing.html,http://www.hkpl.gov.hk/tc/locations/tuen-mun/mobile3/moon-yu-house-sam-shing.html,22.38074,113.97866,,826850,815855
114.1606,22.5247,54,Hl0xQQ7QwF,Libraries,Ta Kwu Ling(Mobile Library 2),"Carpark adjacent to Ta Kwu Ling Rural Centre Government Building, 136 Ping Che Road, Ta Kwu Ling, N.T.",圖書館,打鼓嶺(流動圖書館二),新界打鼓嶺坪輋路打鼓嶺鄉村中心政府大樓側之停車場,NORTH,北區,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/north/mobile2/adjacent-to-carpark-ta-kwu.html,http://www.hkpl.gov.hk/tc/locations/north/mobile2/adjacent-to-carpark-ta-kwu.html,22.5247,114.1606,,842778,834594
114.19415,22.39401,55,ZXNc5JpXKM,Libraries,Sui Wo Court(Mobile Library 2),"Sports ground adjacent to Fung Yat House, Sui Wo Court, Shatin, N.T.",圖書館,穗禾苑(流動圖書館二),新界沙田穗禾苑豐逸閣側運動場,SHA TIN,沙田,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/sha-tin/mobile2/adjacent-to-wing-mau-house.html,http://www.hkpl.gov.hk/tc/locations/sha-tin/mobile2/adjacent-to-wing-mau-house.html,22.39401,114.19415,,828306,838047
114.15123,22.2526,56,qLp6p1SOG1,Libraries,Tin Wan Estate(Mobile Library 9),"Adjacent to Tin Lai House, Tin Wan Estate, Hong Kong",圖書館,田灣邨(流動圖書館九),香港田灣邨田麗樓側,SOUTHERN,南區,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/southern/mobile9/adjacent-to-tin-lai-house-tin.html,http://www.hkpl.gov.hk/tc/locations/southern/mobile9/adjacent-to-tin-lai-house-tin.html,22.2526,114.15123,,812647,833625
114.228750000000105,22.32096,57,UjJv0UeFtO,Libraries,Hiu Lai Court(Mobile Library 8),"Adjacent to Hiu Ching House, Hiu Lai Court, Sau Mau Ping, Kowloon",圖書館,曉麗苑(流動圖書館八),九龍秀茂坪曉麗苑曉晴閣側,KWUN TONG,觀塘,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/kwun-tong/mobile8/adjacent-to-hiu-ching-house.html,http://www.hkpl.gov.hk/tc/locations/kwun-tong/mobile8/adjacent-to-hiu-ching-house.html,22.32096,114.22875,,820218,841613
114.24144,22.29716,58,5PeeLezGnD,Libraries,Ko Yee Estate(Mobile Library 1),"Adjacent to Ko Chi House, Ko Yee Estate, Yau Tong, Kowloon",圖書館,高怡邨(流動圖書館一),九龍油塘高怡邨高志樓側,KWUN TONG,觀塘,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/kwun-tong/mobile1/adjacent-to-ko-chi-house-ko.html,http://www.hkpl.gov.hk/tc/locations/kwun-tong/mobile1/adjacent-to-ko-chi-house-ko.html,22.29716,114.24144,,817583,842921
114.16401,22.31639,59,IBvnCTrJkK,Libraries,Hoi Fu Court(Mobile Library 7),"Adjacent to Hoi Ning House, Hoi Fu Court, Mong Kok West, Kowloon",圖書館,海富苑(流動圖書館七),九龍旺角西海富苑海寧閣側,YAU TSIM MONG,油尖旺,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/yau-tsim-mong/mobile7/adjacent-to-hoi-ning-house.html,http://www.hkpl.gov.hk/tc/locations/yau-tsim-mong/mobile7/adjacent-to-hoi-ning-house.html,22.31639,114.16401,,819711,834943
114.1863,22.34567,60,dDJGj9shwT,Libraries,Tsui Chuk Garden(Mobile Library 1),"Adjacent to Block 6, Tsui Chuk Garden, Wong Tai Sin, Kowloon",圖書館,翠竹花園(流動圖書館一),九龍黃大仙翠竹花園第六座側,WONG TAI SIN,黃大仙,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/wong-tai-sin/mobile1/adjacent-to-block-6-tsui-chuk.html,http://www.hkpl.gov.hk/tc/locations/wong-tai-sin/mobile1/adjacent-to-block-6-tsui-chuk.html,22.34567,114.1863,,822953,837239
114.12507,22.49326,61,5BXZ0rJYLD,Libraries,Ching Ho Estate(Mobile Library 10),"Adjacent to Ching Chiu House, Ching Ho Estate, Sheung Shui, N.T.",圖書館,清河邨(流動圖書館十),新界上水清河邨清照樓側,NORTH,北區,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/north/mobile10/adjacent-to-ching-chiu-house.html,http://www.hkpl.gov.hk/tc/locations/north/mobile10/adjacent-to-ching-chiu-house.html,22.49326,114.12507,,839297,830937
114.25425,22.32572,62,5AEWN21UPV,Libraries,Po Lam Estate(Mobile Library 2),"Adjacent to Po Ning House(West), Po Lam Estate, Tseung Kwan O, N.T.",圖書館,寶林邨(流動圖書館二),新界將軍澳寶林邨寶寧樓(西座)側,SAI KUNG,西貢,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/sai-kung/mobile2/adjacent-to-po-ning-housewest.html,http://www.hkpl.gov.hk/tc/locations/sai-kung/mobile2/adjacent-to-po-ning-housewest.html,22.32572,114.25425,,820746,844240
113.96591,22.38424,63,X5vaNpi3AX,Libraries,Lung Mun Oasis(Mobile Library 10),"Adjacent to Block 1, Lung Mun Oasis, Tuen Mun, N.T.",圖書館,龍門居(流動圖書館十),新界屯門龍門居第一座側,TUEN MUN,屯門,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/tuen-mun/mobile10/adjacent-to-block-1-lung-mun.html,http://www.hkpl.gov.hk/tc/locations/tuen-mun/mobile10/adjacent-to-block-1-lung-mun.html,22.38424,113.96591,,827239,814543
113.99686,22.434,64,GKqeEpab9a,Libraries,Hung Shui Kiu(Mobile Library 10),"Adjacent to Block 3, Aster Court, Hung Shui Kiu, Tin Shui Wai, N.T.",圖書館,洪水橋(流動圖書館十),新界元朗洪水橋雅珊園第三座側,YUEN LONG,元朗,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/yuen-long/mobile10/adjacent-to-block-3-aster.html,http://www.hkpl.gov.hk/tc/locations/yuen-long/mobile10/adjacent-to-block-3-aster.html,22.434,113.99686,,832745,817736
114.09626,22.35688,65,OrG3YAbgp3,Libraries,Cheung Wang Estate(Mobile Library 10),"Adjacent to Wang Ngai House, Cheung Wang Estate, Tsing Yi, N.T.",圖書館,長宏邨(流動圖書館十),新界青衣長宏邨宏毅樓側,KWAI TSING,葵青,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/kwai-tsing/mobile10/adjacent-to-wang-ngai-house.html,http://www.hkpl.gov.hk/tc/locations/kwai-tsing/mobile10/adjacent-to-wang-ngai-house.html,22.35688,114.09626,,824197,827965
113.99661,22.46074,66,TEMBSxBOCI,Libraries,Tin Wah Estate(Mobile Library 11),"Adjacent to the car park entrance of the Ancillary Facilities Block, Tin Wah Estate, Tin Shui Wai, N.T.",圖書館,天華邨(流動圖書館十一),新界天水圍天華邨服務設施大樓停車場入口側,YUEN LONG,元朗,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/yuen-long/mobile11/adjacent-to-the-carpark.html,http://www.hkpl.gov.hk/tc/locations/yuen-long/mobile11/adjacent-to-the-carpark.html,22.46074,113.99661,,835706,817714
114.14349,22.48596,67,nw4qdrxoj8,Libraries,Wah Sum Estate(Mobile Library 12),"Adjacent to Wah Min House, Wah Sum Estate, Fanling, N.T.",圖書館,華心邨(流動圖書館十二),新界粉嶺華心邨華勉樓側,NORTH,北區,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/north/mobile12/adjacent-to-wah-min-house-wah.html,http://www.hkpl.gov.hk/tc/locations/north/mobile12/adjacent-to-wah-min-house-wah.html,22.48596,114.14349,,838489,832833
114.23035,22.27815,68,S3zAUYVrO6,Libraries,Shau Kei Wan(Mobile Library 6),"In front of Shau Kei Wan Market, Shau Kei Wan Main Street East, Shau Kei Wan, Hong Kong",圖書館,筲箕灣東大街(流動圖書館六),香港筲箕灣筲箕灣東大街筲箕灣街市前,EASTERN,東區,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/eastern/mobile6/in-front-of-shau-kei-wan.html,http://www.hkpl.gov.hk/tc/locations/eastern/mobile6/in-front-of-shau-kei-wan.html,22.27815,114.23035,,815477,841779
114.09984,22.37009,69,FH8qunhWMz,Libraries,Bayview Garden(Mobile Library 12),"Adjacent to Block 5, Bayview Garden, Tsuen Wan, N.T.",圖書館,灣景花園(流動圖書館十二),新界荃灣灣景花園第五座側,TSUEN WAN,荃灣,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/tsuen-wan/mobile12/adjacent-to-block-5-bayview.html,http://www.hkpl.gov.hk/tc/locations/tsuen-wan/mobile12/adjacent-to-block-5-bayview.html,22.37009,114.09984,,825659,828334
114.25051,22.30571,70,IjIhKRAi3p,Libraries,Kin Ming Estate(Mobile Library 5),"Adjacent to Kin Ching House, Kin Ming Estate, Tseung Kwan O, N.T.",圖書館,健明邨(流動圖書館五),新界將軍澳健明邨健晴樓側,SAI KUNG,西貢,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/sai-kung/mobile5/adjacent-to-kin-ching-house.html,http://www.hkpl.gov.hk/tc/locations/sai-kung/mobile5/adjacent-to-kin-ching-house.html,22.30571,114.25051,,818530,843855
114.223570000000109,22.28659,71,CdPV438GV8,Libraries,Lei King Wan(Mobile Library 9),"Adjacent to Yat Sing Mansion, Tai Hong Street, Lei King Wan, Hong Kong",圖書館,鯉景灣(流動圖書館九),香港鯉景灣太康街逸星閣側,EASTERN,東區,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/eastern/mobile9/adjacent-to-yat-sing-mansion.html,http://www.hkpl.gov.hk/tc/locations/eastern/mobile9/adjacent-to-yat-sing-mansion.html,22.28659,114.22357,,816412,841080
114.20987,22.32961,72,7mrRYiCPeh,Libraries,Kai Yip Estate(Mobile Library 7),"Adjacent to Kai Ning House, Kai Yip Estate, Kwun Tong, Kowloon",圖書館,啟業邨(流動圖書館七),九龍觀塘啟業邨啟寧樓側,KWUN TONG,觀塘,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/kwun-tong/mobile7/adjacent-to-kai-ning-house.html,http://www.hkpl.gov.hk/tc/locations/kwun-tong/mobile7/adjacent-to-kai-ning-house.html,22.32961,114.20987,,821175,839667
114.171,22.33165,73,A4wnu9CiG8,Libraries,Tai Hang Tung Estate(Mobile Library 8),"Adjacent to Tung Lung House, Tai Hang Tung Estate, Tai Hang Tung Road, Sham Shui Po, Kowloon",圖書館,大坑東邨(流動圖書館八),九龍深水埗大坑東道大坑東邨東龍樓側(舊2C巴士站),SHAM SHUI PO,深水埗,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/sham-shui-po/mobile8/tai-hang-tung-estate.html,http://www.hkpl.gov.hk/tc/locations/sham-shui-po/mobile8/tai-hang-tung-estate.html,22.33165,114.171,,821401,835663
114.227350000000115,22.30614,74,uJnHwBAoB2,Libraries,Laguna City(Mobile Library 8),"Adjacent to Phase I, Club House, Laguna City, Kwun Tong, Kowloon",圖書館,麗港城(流動圖書館八),九龍觀塘麗港城第一期住客俱樂部側,KWUN TONG,觀塘,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/kwun-tong/mobile8/adjacent-to-phase-i-club.html,http://www.hkpl.gov.hk/tc/locations/kwun-tong/mobile8/adjacent-to-phase-i-club.html,22.30614,114.22735,,818577,841469
114.19154,22.34451,75,Thf5NUmL8z,Libraries,Chuk Yuen (S) Estate(Mobile Library 7),"Carpark, Wah Yuen House, Chuk Yuen (South) Estate, Wong Tai Sin, Kowloon",圖書館,竹園(南)邨(流動圖書館七),九龍黃大仙竹園(南)邨華園樓停車場,WONG TAI SIN,黃大仙,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/wong-tai-sin/mobile7/carpark-wah-yuen-house-chuk.html,http://www.hkpl.gov.hk/tc/locations/wong-tai-sin/mobile7/carpark-wah-yuen-house-chuk.html,22.34451,114.19154,,822825,837779
114.23374,22.30733,76,Jv0ryYina0,Libraries,Sceneway Garden(Mobile Library 7),"Phase A Driveway adjacent to Block 4 Sceneway Garden, Lam Tin, Kowloon",圖書館,匯景花園(流動圖書館七),九龍藍田滙景花園第A期近第4座車路側,KWUN TONG,觀塘,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/kwun-tong/mobile7/adjacent-to-block-4-phase-a.html,http://www.hkpl.gov.hk/tc/locations/kwun-tong/mobile7/adjacent-to-block-4-phase-a.html,22.30733,114.23374,,818709,842127
114.16673,22.45242,77,YCqlZDkOi0,Libraries,On Ho Lane(Mobile Library 5),"Adjacent to Eightland Gardens, On Ho Lane, Tai Po, N.T.",圖書館,安浩里(流動圖書館五),新界大埔安浩里八號花園側,TAI PO,大埔,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/tai-po/mobile5/adjacent-to-eightland-gardens.html,http://www.hkpl.gov.hk/tc/locations/tai-po/mobile5/adjacent-to-eightland-gardens.html,22.45242,114.16673,,834774,835224
114.16158,22.45227,78,122RXbumcN,Libraries,Tai Wo Estate(Mobile Library 5),"Adjacent to Tai Wo Shopping Arcade, Oi Wo House, Tai Wo Estate, Tai Po, N.T.",圖書館,太和邨(流動圖書館五),新界大埔太和邨愛和樓太和商場出口,TAI PO,大埔,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/tai-po/mobile5/adjacent-to-tai-wo.html,http://www.hkpl.gov.hk/tc/locations/tai-po/mobile5/adjacent-to-tai-wo.html,22.45227,114.16158,,834758,834694
114.20054,22.34367,79,h4XdNRireO,Libraries,Fung Tak Estate(Mobile Library 7),"Adjacent to Ngan Fung House, Fung Tak Estate, Wong Tai Sin, Kowloon",圖書館,鳳德邨(流動圖書館七),九龍黃大仙鳳德邨銀鳳樓側,WONG TAI SIN,黃大仙,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/wong-tai-sin/mobile7/adjacent-to-ngan-fung-house.html,http://www.hkpl.gov.hk/tc/locations/wong-tai-sin/mobile7/adjacent-to-ngan-fung-house.html,22.34367,114.20054,,822732,838706
114.15078,22.24474,80,y4ASfh9f6n,Libraries,Ap Lei Chau Estate(Mobile Library 6),"Adjacent to Lei Tim House, Ap Lei Chau Estate, Ap Lei Chau, Hong Kong",圖書館,鴨脷洲邨(流動圖書館六),香港鴨脷洲鴨脷洲邨利添樓側,SOUTHERN,南區,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/southern/mobile6/adjacent-to-lei-tim-house-ap.html,http://www.hkpl.gov.hk/tc/locations/southern/mobile6/adjacent-to-lei-tim-house-ap.html,22.24474,114.15078,,811777,833578
114.12379,22.36953,81,FDLnzZitEo,Libraries,Tai Wo Hau Estate(Mobile Library 12),"Adjacent to Fu Pik House, Tai Wo Hau Estate, Tai Wo Hau, N.T.",圖書館,大窩口邨(流動圖書館十二),新界大窩口大窩口邨富碧樓側,KWAI TSING,葵青,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/kwai-tsing/mobile12/adjacent-to-fu-pik-house-tai.html,http://www.hkpl.gov.hk/tc/locations/kwai-tsing/mobile12/adjacent-to-fu-pik-house-tai.html,22.36953,114.12379,,825596,830801
114.26957,22.31676,82,8ZbAmiBeMi,Libraries,Ming Tak Estate(Mobile Library 5),"Adjacent to Ming Toa House, Ming Tak Estate, Tseung Kwan O, N.T.",圖書館,明德邨(流動圖書館五),新界將軍澳明德邨明道樓側,SAI KUNG,西貢,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/sai-kung/mobile5/adjacent-to-ming-toa-house.html,http://www.hkpl.gov.hk/tc/locations/sai-kung/mobile5/adjacent-to-ming-toa-house.html,22.31676,114.26957,,819755,845819
114.17607,22.45479,83,hpAkg3szHz,Libraries,Fu Shin Estate(Mobile Library 5),"Adjacent to Shin Mei House, Fu Shin Estate, Tai Po, N.T.",圖書館,富善邨(流動圖書館五),新界大埔富善邨善美樓側,TAI PO,大埔,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/tai-po/mobile5/adjacent-to-shin-mei-house-fu.html,http://www.hkpl.gov.hk/tc/locations/tai-po/mobile5/adjacent-to-shin-mei-house-fu.html,22.45479,114.17607,,835036,836185
114.17143,22.45929,84,enRFnzu3aj,Libraries,Fu Heng Estate(Mobile Library 5),"Adjacent to Heng Tsui House, Fu Heng Estate, Tai Po, N.T.",圖書館,富亨邨(流動圖書館五),新界大埔富亨邨亨翠樓側,TAI PO,大埔,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/tai-po/mobile5/adjacent-to-heng-tsui-house.html,http://www.hkpl.gov.hk/tc/locations/tai-po/mobile5/adjacent-to-heng-tsui-house.html,22.45929,114.17143,,835535,835708
114.22407,22.40524,85,1QdYXT7J56,Libraries,Chevalier Garden(Mobile Library 5),"Carpark adjacent to Chevalier Garden Shopping Mall, Shatin, N.T.",圖書館,富安花園(流動圖書館五),新界沙田富安花園商場側之停車場,SHA TIN,沙田,MOBILE LIBRARY,流動圖書館,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,N.A.,http://www.hkpl.gov.hk/en/locations/sha-tin/mobile5/carpark-adjacent-to-chevalier.html,http://www.hkpl.gov.hk/tc/locations/sha-tin/mobile5/carpark-adjacent-to-chevalier.html,22.40524,114.22407,,829550,841128
